id,name,category,price,stock
1717,clothing-1717,clothing,55.58,211
1718,books-1718,books,73.02,42
1719,home-1719,home,0.24,433
1720,toys-1720,toys,53.04,89
1721,food-1721,food,56.48,155
1722,electronics-1722,electronics,76.87,267
1723,clothing-1723,clothing,52.50,302
1724,books-1724,books,2.54,341
1725,home-1725,home,8.44,42
1726,toys-1726,toys,99.63,279
1727,food-1727,food,31.55,423
1728,electronics-1728,electronics,34.34,496
1729,clothing-1729,clothing,33.40,416
1730,books-1730,books,85.30,356
1731,home-1731,home,36.70,211
1732,toys-1732,toys,85.63,185
1733,food-1733,food,70.92,19
1734,electronics-1734,electronics,44.05,60
1735,clothing-1735,clothing,12.84,462
1736,books-1736,books,43.23,37
1737,home-1737,home,53.73,294
1738,toys-1738,toys,7.49,146
1739,food-1739,food,77.78,27
1740,electronics-1740,electronics,66.95,110
1741,clothing-1741,clothing,81.61,387
1742,books-1742,books,10.09,439
1743,home-1743,home,78.15,341
1744,toys-1744,toys,72.93,8
1745,food-1745,food,0.25,340
1746,electronics-1746,electronics,87.58,40
1747,clothing-1747,clothing,31.44,64
1748,books-1748,books,30.38,41
1749,home-1749,home,86.29,41
1750,toys-1750,toys,3.83,163
1751,food-1751,food,77.57,442
1752,electronics-1752,electronics,51.52,435
1753,clothing-1753,clothing,54.22,328
1754,books-1754,books,41.29,336
1755,home-1755,home,9.11,103
1756,toys-1756,toys,11.52,428
1757,food-1757,food,33.29,140
1758,electronics-1758,electronics,54.63,389
1759,clothing-1759,clothing,25.54,415
1760,books-1760,books,3.15,160
1761,home-1761,home,15.52,305
1762,toys-1762,toys,10.91,211
1763,food-1763,food,94.65,118
1764,electronics-1764,electronics,51.24,478
1765,clothing-1765,clothing,12.64,356
1766,books-1766,books,0.81,227
1767,home-1767,home,34.38,308
1768,toys-1768,toys,98.37,30
1769,food-1769,food,7.80,284
1770,electronics-1770,electronics,52.21,111
1771,clothing-1771,clothing,58.35,33
1772,books-1772,books,48.37,468
1773,home-1773,home,3.02,264
1774,toys-1774,toys,90.33,339
1775,food-1775,food,67.43,357
1776,electronics-1776,electronics,63.40,165
1777,clothing-1777,clothing,96.65,462
1778,books-1778,books,7.57,290
1779,home-1779,home,96.67,355
1780,toys-1780,toys,89.61,448
1781,food-1781,food,2.02,315
1782,electronics-1782,electronics,93.34,461
1783,clothing-1783,clothing,44.74,174
1784,books-1784,books,90.11,199
1785,home-1785,home,21.51,423
1786,toys-1786,toys,15.74,257
1787,food-1787,food,25.58,251
1788,electronics-1788,electronics,37.96,223
1789,clothing-1789,clothing,4.66,478
1790,books-1790,books,77.10,144
1791,home-1791,home,49.71,68
1792,toys-1792,toys,73.92,313
1793,food-1793,food,77.08,102
1794,electronics-1794,electronics,66.29,34
1795,clothing-1795,clothing,68.07,284
1796,books-1796,books,41.85,46
1797,home-1797,home,57.25,313
1798,toys-1798,toys,89.90,478
1799,food-1799,food,38.13,177
1800,electronics-1800,electronics,93.63,116
1801,clothing-1801,clothing,87.53,58
1802,books-1802,books,19.54,50
1803,home-1803,home,84.19,426
1804,toys-1804,toys,23.01,124
1805,food-1805,food,64.91,180
1806,electronics-1806,electronics,76.86,407
1807,clothing-1807,clothing,6.51,427
1808,books-1808,books,44.78,304
1809,home-1809,home,29.10,493
1810,toys-1810,toys,46.78,187
1811,food-1811,food,96.46,398
1812,electronics-1812,electronics,60.94,368
1813,clothing-1813,clothing,10.24,15
1814,books-1814,books,33.98,487
1815,home-1815,home,69.76,438
1816,toys-1816,toys,72.60,371
1817,food-1817,food,15.77,354
1818,electronics-1818,electronics,1.94,358
1819,clothing-1819,clothing,5.77,16
1820,books-1820,books,7.85,273
1821,home-1821,home,87.31,447
1822,toys-1822,toys,81.53,35
1823,food-1823,food,36.11,293
1824,electronics-1824,electronics,29.50,243
1825,clothing-1825,clothing,56.39,32
1826,books-1826,books,34.52,58
1827,home-1827,home,66.11,485
1828,toys-1828,toys,81.41,9
1829,food-1829,food,31.14,302
1830,electronics-1830,electronics,15.78,283
1831,clothing-1831,clothing,28.07,430
1832,books-1832,books,41.67,412
1833,home-1833,home,4.35,60
1834,toys-1834,toys,85.69,24
1835,food-1835,food,39.58,272
1836,electronics-1836,electronics,21.25,342
1837,clothing-1837,clothing,71.68,194
1838,books-1838,books,53.40,336
1839,home-1839,home,36.00,95
1840,toys-1840,toys,83.59,300
1841,food-1841,food,16.51,10
1842,electronics-1842,electronics,49.06,53
1843,clothing-1843,clothing,22.83,199
1844,books-1844,books,35.35,316
1845,home-1845,home,88.41,389
1846,toys-1846,toys,29.45,47
1847,food-1847,food,48.44,104
1848,electronics-1848,electronics,1.83,282
1849,clothing-1849,clothing,53.47,369
1850,books-1850,books,76.27,166
1851,home-1851,home,43.69,108
1852,toys-1852,toys,83.48,203
1853,food-1853,food,91.40,191
1854,electronics-1854,electronics,10.43,426
1855,clothing-1855,clothing,1.31,406
1856,books-1856,books,44.78,338
1857,home-1857,home,72.51,441
1858,toys-1858,toys,96.59,376
1859,food-1859,food,33.62,280
1860,electronics-1860,electronics,11.95,312
1861,clothing-1861,clothing,56.00,1
1862,books-1862,books,12.99,468
1863,home-1863,home,3.82,412
1864,toys-1864,toys,68.51,100
1865,food-1865,food,98.79,56
1866,electronics-1866,electronics,71.82,318
1867,clothing-1867,clothing,78.12,309
1868,books-1868,books,18.96,136
1869,home-1869,home,64.21,419
1870,toys-1870,toys,0.64,287
1871,food-1871,food,10.26,206
1872,electronics-1872,electronics,66.41,123
1873,clothing-1873,clothing,11.08,496
1874,books-1874,books,77.50,440
1875,home-1875,home,38.69,400
1876,toys-1876,toys,97.08,112
1877,food-1877,food,97.52,267
1878,electronics-1878,electronics,43.38,281
1879,clothing-1879,clothing,60.97,376
1880,books-1880,books,44.30,167
1881,home-1881,home,63.12,20
1882,toys-1882,toys,82.49,459
1883,food-1883,food,59.43,274
1884,electronics-1884,electronics,89.21,362
1885,clothing-1885,clothing,73.11,73
1886,books-1886,books,43.55,343
1887,home-1887,home,17.50,89
1888,toys-1888,toys,58.75,26
1889,food-1889,food,86.01,409
1890,electronics-1890,electronics,36.44,93
1891,clothing-1891,clothing,90.42,174
1892,books-1892,books,13.94,27
1893,home-1893,home,7.55,97
1894,toys-1894,toys,74.04,166
1895,food-1895,food,3.73,129
1896,electronics-1896,electronics,83.18,43
1897,clothing-1897,clothing,41.97,308
1898,books-1898,books,12.02,302
1899,home-1899,home,15.39,156
1900,toys-1900,toys,8.16,429
1901,food-1901,food,32.34,59
1902,electronics-1902,electronics,63.56,308
1903,clothing-1903,clothing,8.21,472
1904,books-1904,books,77.55,433
1905,home-1905,home,26.73,341
1906,toys-1906,toys,39.30,180
1907,food-1907,food,91.69,319
1908,electronics-1908,electronics,52.23,42
1909,clothing-1909,clothing,97.92,392
1910,books-1910,books,76.83,50
1911,home-1911,home,6.16,72
1912,toys-1912,toys,63.41,325
1913,food-1913,food,23.43,278
1914,electronics-1914,electronics,60.33,266
1915,clothing-1915,clothing,96.94,46
1916,books-1916,books,63.76,156
1917,home-1917,home,16.83,20
1918,toys-1918,toys,88.71,462
1919,food-1919,food,39.25,194
1920,electronics-1920,electronics,22.92,133
1921,clothing-1921,clothing,29.70,263
1922,books-1922,books,77.99,445
1923,home-1923,home,63.81,429
1924,toys-1924,toys,35.08,298
1925,food-1925,food,5.87,60
1926,electronics-1926,electronics,1.05,405
1927,clothing-1927,clothing,66.81,113
1928,books-1928,books,30.57,80
1929,home-1929,home,36.16,290
1930,toys-1930,toys,92.02,240
1931,food-1931,food,36.17,499
1932,electronics-1932,electronics,96.94,197
1933,clothing-1933,clothing,63.25,291
1934,books-1934,books,29.55,3
1935,home-1935,home,49.66,432
1936,toys-1936,toys,22.18,310
1937,food-1937,food,27.74,450
1938,electronics-1938,electronics,43.55,229
1939,clothing-1939,clothing,94.60,251
1940,books-1940,books,31.95,341
1941,home-1941,home,67.31,360
1942,toys-1942,toys,76.91,165
1943,food-1943,food,66.39,157
1944,electronics-1944,electronics,65.48,337
1945,clothing-1945,clothing,56.31,395
1946,books-1946,books,68.57,106
1947,home-1947,home,7.91,406
1948,toys-1948,toys,60.94,98
1949,food-1949,food,73.96,355
1950,electronics-1950,electronics,53.90,181
1951,clothing-1951,clothing,6.19,373
1952,books-1952,books,58.95,264
1953,home-1953,home,50.06,252
1954,toys-1954,toys,65.63,39
1955,food-1955,food,73.68,431
1956,electronics-1956,electronics,46.51,458
1957,clothing-1957,clothing,44.09,172
1958,books-1958,books,74.63,67
1959,home-1959,home,33.30,161
1960,toys-1960,toys,14.80,108
1961,food-1961,food,9.23,187
1962,electronics-1962,electronics,46.49,211
1963,clothing-1963,clothing,21.92,309
1964,books-1964,books,57.05,227
1965,home-1965,home,89.75,127
1966,toys-1966,toys,49.14,10
1967,food-1967,food,23.62,76
1968,electronics-1968,electronics,90.89,189
1969,clothing-1969,clothing,84.75,404
1970,books-1970,books,26.27,94
1971,home-1971,home,13.54,449
1972,toys-1972,toys,30.59,165
1973,food-1973,food,49.89,86
1974,electronics-1974,electronics,3.78,422
1975,clothing-1975,clothing,55.48,201
1976,books-1976,books,51.00,143
1977,home-1977,home,58.94,422
1978,toys-1978,toys,38.82,296
1979,food-1979,food,8.10,446
1980,electronics-1980,electronics,18.42,411
1981,clothing-1981,clothing,5.07,490
1982,books-1982,books,78.07,423
1983,home-1983,home,17.50,176
1984,toys-1984,toys,46.93,327
1985,food-1985,food,36.31,350
1986,electronics-1986,electronics,94.71,149
1987,clothing-1987,clothing,34.76,357
1988,books-1988,books,75.39,16
1989,home-1989,home,30.33,362
1990,toys-1990,toys,16.31,428
1991,food-1991,food,35.53,127
1992,electronics-1992,electronics,95.80,171
1993,clothing-1993,clothing,99.58,267
1994,books-1994,books,79.86,335
1995,home-1995,home,51.10,405
1996,toys-1996,toys,41.87,441
1997,food-1997,food,2.61,279
1998,electronics-1998,electronics,26.21,230
1999,clothing-1999,clothing,51.37,318
2000,books-2000,books,74.17,228
2001,home-2001,home,81.42,115
2002,toys-2002,toys,69.45,186
2003,food-2003,food,91.75,330
2004,electronics-2004,electronics,55.41,217
2005,clothing-2005,clothing,5.11,151
2006,books-2006,books,55.49,183
2007,home-2007,home,37.69,456
2008,toys-2008,toys,99.20,98
2009,food-2009,food,97.65,87
2010,electronics-2010,electronics,53.99,3
2011,clothing-2011,clothing,17.27,472
2012,books-2012,books,5.02,239
2013,home-2013,home,8.57,43
2014,toys-2014,toys,27.83,234
2015,food-2015,food,60.35,476
2016,electronics-2016,electronics,80.81,410
2017,clothing-2017,clothing,73.84,477
2018,books-2018,books,64.58,54
2019,home-2019,home,93.67,106
2020,toys-2020,toys,80.85,65
2021,food-2021,food,0.59,325
2022,electronics-2022,electronics,14.50,301
2023,clothing-2023,clothing,30.67,272
2024,books-2024,books,61.26,334
2025,home-2025,home,31.75,18
2026,toys-2026,toys,18.50,91
2027,food-2027,food,45.40,177
2028,electronics-2028,electronics,75.61,68
2029,clothing-2029,clothing,46.00,370
2030,books-2030,books,79.93,1
2031,home-2031,home,91.28,302
2032,toys-2032,toys,37.08,287
2033,food-2033,food,37.83,127
2034,electronics-2034,electronics,42.59,148
2035,clothing-2035,clothing,49.48,50
2036,books-2036,books,3.91,376
2037,home-2037,home,63.08,496
2038,toys-2038,toys,12.03,371
2039,food-2039,food,97.25,112
2040,electronics-2040,electronics,21.85,254
2041,clothing-2041,clothing,80.80,39
2042,books-2042,books,24.42,443
2043,home-2043,home,64.01,474
2044,toys-2044,toys,87.01,211
2045,food-2045,food,91.53,359
2046,electronics-2046,electronics,69.01,50
2047,clothing-2047,clothing,41.30,260
2048,books-2048,books,92.53,348
2049,home-2049,home,92.16,118
2050,toys-2050,toys,27.33,180
2051,food-2051,food,86.47,94
2052,electronics-2052,electronics,24.84,1
2053,clothing-2053,clothing,55.71,163
2054,books-2054,books,51.65,32
2055,home-2055,home,42.87,164
2056,toys-2056,toys,14.64,208
2057,food-2057,food,38.48,243
2058,electronics-2058,electronics,17.42,146
2059,clothing-2059,clothing,55.02,49
2060,books-2060,books,87.93,37
2061,home-2061,home,51.36,2
2062,toys-2062,toys,79.44,460
2063,food-2063,food,51.08,274
2064,electronics-2064,electronics,87.34,178
2065,clothing-2065,clothing,55.50,60
2066,books-2066,books,49.42,90
2067,home-2067,home,53.53,186
2068,toys-2068,toys,30.55,290
2069,food-2069,food,34.02,173
2070,electronics-2070,electronics,76.48,186
2071,clothing-2071,clothing,3.42,313
2072,books-2072,books,35.69,454
2073,home-2073,home,33.78,467
2074,toys-2074,toys,24.87,2
2075,food-2075,food,12.77,478
2076,electronics-2076,electronics,98.34,447
2077,clothing-2077,clothing,0.47,53
2078,books-2078,books,66.18,383
2079,home-2079,home,65.02,293
2080,toys-2080,toys,77.77,5
2081,food-2081,food,26.32,166
2082,electronics-2082,electronics,95.39,346
2083,clothing-2083,clothing,86.07,154
2084,books-2084,books,72.68,119
2085,home-2085,home,42.30,360
2086,toys-2086,toys,91.32,177
2087,food-2087,food,44.18,409
2088,electronics-2088,electronics,33.28,331
2089,clothing-2089,clothing,50.10,72
2090,books-2090,books,68.76,52
2091,home-2091,home,20.67,457
2092,toys-2092,toys,22.61,454
2093,food-2093,food,49.09,235
2094,electronics-2094,electronics,54.74,193
2095,clothing-2095,clothing,13.31,236
2096,books-2096,books,45.98,416
2097,home-2097,home,26.26,454
2098,toys-2098,toys,61.52,218
2099,food-2099,food,44.22,428
2100,electronics-2100,electronics,75.92,206
2101,clothing-2101,clothing,86.19,476
2102,books-2102,books,30.65,280
2103,home-2103,home,66.54,82
2104,toys-2104,toys,90.55,273
2105,food-2105,food,77.66,31
2106,electronics-2106,electronics,23.38,280
2107,clothing-2107,clothing,23.32,350
2108,books-2108,books,98.80,22
2109,home-2109,home,38.89,25
2110,toys-2110,toys,21.67,343
2111,food-2111,food,25.42,161
2112,electronics-2112,electronics,85.21,273
2113,clothing-2113,clothing,42.88,477
2114,books-2114,books,18.20,197
2115,home-2115,home,61.51,266
2116,toys-2116,toys,62.06,409
2117,food-2117,food,35.82,368
2118,electronics-2118,electronics,81.45,303
2119,clothing-2119,clothing,38.83,351
2120,books-2120,books,34.83,173
2121,home-2121,home,48.12,480
2122,toys-2122,toys,6.71,235
2123,food-2123,food,86.99,459
2124,electronics-2124,electronics,96.08,396
2125,clothing-2125,clothing,31.45,259
2126,books-2126,books,13.68,287
2127,home-2127,home,15.72,308
2128,toys-2128,toys,41.76,331
2129,food-2129,food,60.51,144
2130,electronics-2130,electronics,14.22,498
2131,clothing-2131,clothing,76.56,27
2132,books-2132,books,45.81,183
2133,home-2133,home,21.46,58
2134,toys-2134,toys,67.73,268
2135,food-2135,food,21.46,142
2136,electronics-2136,electronics,27.78,95
2137,clothing-2137,clothing,8.65,390
2138,books-2138,books,26.50,298
2139,home-2139,home,49.69,50
2140,toys-2140,toys,72.54,455
2141,food-2141,food,9.97,243
2142,electronics-2142,electronics,0.39,288
2143,clothing-2143,clothing,76.24,195
2144,books-2144,books,91.52,127
2145,home-2145,home,46.47,2
2146,toys-2146,toys,1.42,326
2147,food-2147,food,59.18,137
2148,electronics-2148,electronics,73.26,397
2149,clothing-2149,clothing,10.15,403
2150,books-2150,books,81.42,344
2151,home-2151,home,5.66,392
2152,toys-2152,toys,46.57,119
2153,food-2153,food,90.66,153
2154,electronics-2154,electronics,78.65,8
2155,clothing-2155,clothing,36.83,117
2156,books-2156,books,27.15,450
2157,home-2157,home,68.02,268
2158,toys-2158,toys,43.92,134
2159,food-2159,food,56.22,362
2160,electronics-2160,electronics,14.78,118
2161,clothing-2161,clothing,0.45,328
2162,books-2162,books,68.31,264
2163,home-2163,home,97.64,19
2164,toys-2164,toys,17.78,213
2165,food-2165,food,25.13,16
2166,electronics-2166,electronics,13.42,172
2167,clothing-2167,clothing,88.86,300
2168,books-2168,books,11.48,393
2169,home-2169,home,86.13,363
2170,toys-2170,toys,61.15,408
2171,food-2171,food,10.04,109
2172,electronics-2172,electronics,13.43,330
2173,clothing-2173,clothing,18.48,97
2174,books-2174,books,4.10,143
2175,home-2175,home,29.66,72
2176,toys-2176,toys,92.32,28
2177,food-2177,food,22.24,107
2178,electronics-2178,electronics,63.82,307
2179,clothing-2179,clothing,65.43,485
2180,books-2180,books,17.08,325
2181,home-2181,home,67.21,372
2182,toys-2182,toys,53.51,125
2183,food-2183,food,38.26,203
2184,electronics-2184,electronics,75.87,480
2185,clothing-2185,clothing,53.70,220
2186,books-2186,books,41.86,184
2187,home-2187,home,94.80,419
2188,toys-2188,toys,13.98,199
2189,food-2189,food,54.04,2
2190,electronics-2190,electronics,17.72,36
2191,clothing-2191,clothing,15.13,252
2192,books-2192,books,13.57,5
2193,home-2193,home,2.36,126
2194,toys-2194,toys,86.43,382
2195,food-2195,food,65.01,303
2196,electronics-2196,electronics,33.31,362
2197,clothing-2197,clothing,91.56,389
2198,books-2198,books,76.65,8
2199,home-2199,home,56.09,194
2200,toys-2200,toys,33.82,68
2201,food-2201,food,34.87,55
2202,electronics-2202,electronics,90.44,45
2203,clothing-2203,clothing,97.01,277
2204,books-2204,books,36.92,108
2205,home-2205,home,89.97,250
2206,toys-2206,toys,94.47,111
2207,food-2207,food,12.24,450
2208,electronics-2208,electronics,80.88,436
2209,clothing-2209,clothing,94.56,197
2210,books-2210,books,98.53,350
2211,home-2211,home,98.89,124
2212,toys-2212,toys,52.64,411
2213,food-2213,food,73.74,240
2214,electronics-2214,electronics,24.54,101
2215,clothing-2215,clothing,41.50,46
2216,books-2216,books,49.94,124
2217,home-2217,home,46.92,236
2218,toys-2218,toys,13.22,445
2219,food-2219,food,57.65,86
2220,electronics-2220,electronics,21.20,139
2221,clothing-2221,clothing,68.65,69
2222,books-2222,books,71.10,178
2223,home-2223,home,49.91,48
2224,toys-2224,toys,6.79,189
2225,food-2225,food,60.69,142
2226,electronics-2226,electronics,99.76,264
2227,clothing-2227,clothing,87.77,172
2228,books-2228,books,12.01,379
2229,home-2229,home,89.47,271
2230,toys-2230,toys,75.58,65
2231,food-2231,food,34.86,291
2232,electronics-2232,electronics,70.16,23
2233,clothing-2233,clothing,76.82,132
2234,books-2234,books,85.12,393
2235,home-2235,home,79.22,445
2236,toys-2236,toys,98.80,22
2237,food-2237,food,69.82,168
2238,electronics-2238,electronics,95.45,157
2239,clothing-2239,clothing,18.88,40
2240,books-2240,books,1.09,70
2241,home-2241,home,48.73,407
2242,toys-2242,toys,11.93,440
2243,food-2243,food,82.14,130
2244,electronics-2244,electronics,75.79,48
2245,clothing-2245,clothing,53.26,349
2246,books-2246,books,0.82,189
2247,home-2247,home,51.28,46
2248,toys-2248,toys,3.31,222
2249,food-2249,food,67.22,311
2250,electronics-2250,electronics,69.45,295
2251,clothing-2251,clothing,21.90,164
2252,books-2252,books,36.00,367
2253,home-2253,home,92.29,50
2254,toys-2254,toys,68.58,323
2255,food-2255,food,88.04,328
2256,electronics-2256,electronics,56.52,50
2257,clothing-2257,clothing,33.29,375
2258,books-2258,books,75.51,99
2259,home-2259,home,15.39,79
2260,toys-2260,toys,86.31,46
2261,food-2261,food,25.03,223
2262,electronics-2262,electronics,84.50,135
2263,clothing-2263,clothing,24.52,291
2264,books-2264,books,81.30,349
2265,home-2265,home,40.04,199
2266,toys-2266,toys,87.54,222
2267,food-2267,food,87.59,99
2268,electronics-2268,electronics,99.05,283
2269,clothing-2269,clothing,39.29,343
2270,books-2270,books,16.60,73
2271,home-2271,home,56.86,123
2272,toys-2272,toys,42.99,12
2273,food-2273,food,11.46,270
2274,electronics-2274,electronics,70.12,73
2275,clothing-2275,clothing,62.80,354
2276,books-2276,books,89.20,175
2277,home-2277,home,38.16,223
2278,toys-2278,toys,83.73,225
2279,food-2279,food,13.36,386
2280,electronics-2280,electronics,89.66,43
2281,clothing-2281,clothing,79.32,261
2282,books-2282,books,90.23,439
2283,home-2283,home,68.35,232
2284,toys-2284,toys,22.33,444
2285,food-2285,food,64.56,323
2286,electronics-2286,electronics,88.78,284
2287,clothing-2287,clothing,33.37,454
2288,books-2288,books,94.11,60
2289,home-2289,home,38.67,74
2290,toys-2290,toys,97.67,284
2291,food-2291,food,9.76,482
2292,electronics-2292,electronics,93.87,114
2293,clothing-2293,clothing,64.18,261
2294,books-2294,books,34.85,236
2295,home-2295,home,95.03,46
2296,toys-2296,toys,85.29,325
2297,food-2297,food,47.55,8
2298,electronics-2298,electronics,94.77,225
2299,clothing-2299,clothing,77.24,160
2300,books-2300,books,56.71,59
2301,home-2301,home,2.98,59
2302,toys-2302,toys,22.40,246
2303,food-2303,food,25.82,49
2304,electronics-2304,electronics,28.35,202
2305,clothing-2305,clothing,55.12,353
2306,books-2306,books,28.70,76
2307,home-2307,home,1.27,48
2308,toys-2308,toys,36.43,23
2309,food-2309,food,52.58,389
2310,electronics-2310,electronics,38.74,65
2311,clothing-2311,clothing,78.68,326
2312,books-2312,books,72.54,186
2313,home-2313,home,72.55,234
2314,toys-2314,toys,19.13,475
2315,food-2315,food,72.71,209
2316,electronics-2316,electronics,80.26,361
2317,clothing-2317,clothing,86.09,165
2318,books-2318,books,85.96,214
2319,home-2319,home,34.14,45
2320,toys-2320,toys,86.25,399
2321,food-2321,food,34.23,89
2322,electronics-2322,electronics,18.00,225
2323,clothing-2323,clothing,73.23,36
2324,books-2324,books,25.79,170
2325,home-2325,home,31.67,305
2326,toys-2326,toys,83.65,438
2327,food-2327,food,4.50,163
2328,electronics-2328,electronics,5.83,161
2329,clothing-2329,clothing,19.86,180
2330,books-2330,books,90.63,113
2331,home-2331,home,66.64,345
2332,toys-2332,toys,20.01,394
2333,food-2333,food,96.62,15
2334,electronics-2334,electronics,89.07,315
2335,clothing-2335,clothing,92.81,306
2336,books-2336,books,38.45,2
2337,home-2337,home,46.48,117
2338,toys-2338,toys,25.71,493
2339,food-2339,food,66.76,486
2340,electronics-2340,electronics,29.79,42
2341,clothing-2341,clothing,57.53,388
2342,books-2342,books,5.32,164
2343,home-2343,home,2.87,9
2344,toys-2344,toys,82.68,254
2345,food-2345,food,60.24,207
2346,electronics-2346,electronics,65.03,403
2347,clothing-2347,clothing,8.32,447
2348,books-2348,books,74.03,391
2349,home-2349,home,98.45,81
2350,toys-2350,toys,3.17,56
2351,food-2351,food,52.98,425
2352,electronics-2352,electronics,85.14,410
2353,clothing-2353,clothing,61.25,106
2354,books-2354,books,49.58,455
2355,home-2355,home,22.27,2
2356,toys-2356,toys,64.99,27
2357,food-2357,food,76.20,71
2358,electronics-2358,electronics,86.00,420
2359,clothing-2359,clothing,43.77,420
2360,books-2360,books,20.60,55
2361,home-2361,home,18.90,409
2362,toys-2362,toys,68.08,189
2363,food-2363,food,20.87,455
2364,electronics-2364,electronics,73.62,0
2365,clothing-2365,clothing,38.85,78
2366,books-2366,books,29.10,269
2367,home-2367,home,74.17,213
2368,toys-2368,toys,8.51,37
2369,food-2369,food,40.37,469
2370,electronics-2370,electronics,29.13,440
2371,clothing-2371,clothing,91.76,323
2372,books-2372,books,74.57,266
2373,home-2373,home,2.29,459
2374,toys-2374,toys,26.35,46
2375,food-2375,food,6.20,244
2376,electronics-2376,electronics,3.67,336
2377,clothing-2377,clothing,30.05,171
2378,books-2378,books,30.60,234
2379,home-2379,home,43.86,418
2380,toys-2380,toys,8.95,419
2381,food-2381,food,31.89,179
2382,electronics-2382,electronics,52.79,1
2383,clothing-2383,clothing,18.48,345
2384,books-2384,books,11.04,378
2385,home-2385,home,11.39,293
2386,toys-2386,toys,42.17,284
2387,food-2387,food,48.34,30
2388,electronics-2388,electronics,39.39,263
2389,clothing-2389,clothing,87.24,390
2390,books-2390,books,9.98,1
2391,home-2391,home,40.76,397
2392,toys-2392,toys,39.88,238
2393,food-2393,food,82.31,280
2394,electronics-2394,electronics,38.31,85
2395,clothing-2395,clothing,7.95,27
2396,books-2396,books,81.23,260
2397,home-2397,home,4.69,133
2398,toys-2398,toys,45.65,286
2399,food-2399,food,25.49,291
2400,electronics-2400,electronics,26.82,283
2401,clothing-2401,clothing,25.91,466
2402,books-2402,books,28.58,134
2403,home-2403,home,37.30,113
2404,toys-2404,toys,93.81,272
2405,food-2405,food,61.64,119
2406,electronics-2406,electronics,56.49,438
2407,clothing-2407,clothing,33.09,51
2408,books-2408,books,51.14,107
2409,home-2409,home,20.07,227
2410,toys-2410,toys,2.02,85
2411,food-2411,food,52.96,76
2412,electronics-2412,electronics,99.44,347
2413,clothing-2413,clothing,31.88,293
2414,books-2414,books,10.82,66
2415,home-2415,home,87.15,126
2416,toys-2416,toys,76.94,459
2417,food-2417,food,13.07,480
2418,electronics-2418,electronics,5.73,339
2419,clothing-2419,clothing,69.33,453
2420,books-2420,books,56.04,22
2421,home-2421,home,69.56,343
2422,toys-2422,toys,78.52,349
2423,food-2423,food,83.17,366
2424,electronics-2424,electronics,10.58,295
2425,clothing-2425,clothing,23.43,488
2426,books-2426,books,12.32,135
2427,home-2427,home,72.53,434
2428,toys-2428,toys,94.60,382
2429,food-2429,food,93.90,300
2430,electronics-2430,electronics,97.99,365
2431,clothing-2431,clothing,46.52,219
2432,books-2432,books,83.97,152
2433,home-2433,home,44.59,353
2434,toys-2434,toys,61.22,487
2435,food-2435,food,72.27,145
2436,electronics-2436,electronics,28.48,393
2437,clothing-2437,clothing,67.61,42
2438,books-2438,books,52.72,304
2439,home-2439,home,86.73,56
2440,toys-2440,toys,76.37,224
2441,food-2441,food,81.00,208
2442,electronics-2442,electronics,19.47,355
2443,clothing-2443,clothing,76.05,259
2444,books-2444,books,3.55,408
2445,home-2445,home,57.57,21
2446,toys-2446,toys,26.52,451
2447,food-2447,food,66.98,191
2448,electronics-2448,electronics,37.61,223
2449,clothing-2449,clothing,36.19,23
2450,books-2450,books,25.59,201
2451,home-2451,home,77.96,271
2452,toys-2452,toys,32.16,449
2453,food-2453,food,86.37,356
2454,electronics-2454,electronics,18.82,304
2455,clothing-2455,clothing,57.36,397
2456,books-2456,books,93.49,499
2457,home-2457,home,59.12,187
2458,toys-2458,toys,6.08,48
2459,food-2459,food,59.59,207
2460,electronics-2460,electronics,95.59,79
2461,clothing-2461,clothing,94.22,421
2462,books-2462,books,75.91,84
2463,home-2463,home,62.13,284
2464,toys-2464,toys,92.94,277
2465,food-2465,food,19.00,199
2466,electronics-2466,electronics,67.74,343
2467,clothing-2467,clothing,72.69,94
2468,books-2468,books,88.44,252
2469,home-2469,home,36.02,244
2470,toys-2470,toys,65.19,313
2471,food-2471,food,4.77,122
2472,electronics-2472,electronics,65.88,171
2473,clothing-2473,clothing,23.52,165
2474,books-2474,books,33.32,422
2475,home-2475,home,89.44,17
2476,toys-2476,toys,49.37,303
2477,food-2477,food,73.74,173
2478,electronics-2478,electronics,22.46,6
2479,clothing-2479,clothing,18.37,144
2480,books-2480,books,61.67,493
2481,home-2481,home,17.67,155
2482,toys-2482,toys,3.30,240
2483,food-2483,food,80.97,460
2484,electronics-2484,electronics,98.91,405
2485,clothing-2485,clothing,49.70,258
2486,books-2486,books,1.04,251
2487,home-2487,home,3.20,383
2488,toys-2488,toys,67.97,431
2489,food-2489,food,71.63,409
2490,electronics-2490,electronics,83.64,449
2491,clothing-2491,clothing,26.42,6
2492,books-2492,books,91.11,189
2493,home-2493,home,1.42,344
2494,toys-2494,toys,24.38,128
2495,food-2495,food,76.35,438
2496,electronics-2496,electronics,10.02,307
2497,clothing-2497,clothing,8.68,487
2498,books-2498,books,2.43,443
2499,home-2499,home,50.85,232
2500,toys-2500,toys,49.76,375
2501,food-2501,food,93.76,451
2502,electronics-2502,electronics,20.51,167
2503,clothing-2503,clothing,4.33,285
2504,books-2504,books,74.12,433
2505,home-2505,home,9.79,444
2506,toys-2506,toys,68.61,136
2507,food-2507,food,73.54,330
